timestamp,value,category,region
2023-03-28 00:00:00,118.47,B,South
2023-03-28 01:00:00,129.07,A,South
2023-03-28 02:00:00,129.11,B,North
2023-03-28 03:00:00,135.64,A,North
2023-03-28 04:00:00,136.38,B,North
2023-03-28 05:00:00,137.71,B,North
2023-03-28 06:00:00,139.51,C,South
2023-03-28 07:00:00,144.94,C,South
2023-03-28 08:00:00,148.54,B,North
2023-03-28 09:00:00,140.09,C,North
2023-03-28 10:00:00,132.69,C,South
2023-03-28 11:00:00,119.0,C,South
2023-03-28 12:00:00,111.64,B,North
2023-03-28 13:00:00,105.81,A,South
2023-03-28 14:00:00,107.1,B,North
2023-03-28 15:00:00,106.27,A,South
2023-03-28 16:00:00,102.71,C,North
2023-03-28 17:00:00,100.07,B,South
2023-03-28 18:00:00,111.48,B,South
2023-03-28 19:00:00,108.21,A,North
2023-03-28 20:00:00,96.54,A,North
2023-03-28 21:00:00,107.05,B,North
2023-03-28 22:00:00,107.77,C,South
2023-03-28 23:00:00,113.19,C,South
2023-03-29 00:00:00,126.59,A,South
2023-03-29 01:00:00,126.43,A,South
2023-03-29 02:00:00,125.71,B,North
2023-03-29 03:00:00,131.89,B,North
2023-03-29 04:00:00,130.29,B,South
2023-03-29 05:00:00,130.13,B,South
2023-03-29 06:00:00,136.17,B,North
2023-03-29 07:00:00,131.78,C,North
2023-03-29 08:00:00,126.79,C,North
2023-03-29 09:00:00,135.65,C,South
2023-03-29 10:00:00,110.95,C,North
2023-03-29 11:00:00,122.78,C,South
2023-03-29 12:00:00,104.06,B,South
2023-03-29 13:00:00,103.51,B,North
2023-03-29 14:00:00,106.07,C,South
2023-03-29 15:00:00,91.54,C,South
2023-03-29 16:00:00,87.4,C,North
2023-03-29 17:00:00,96.87,C,South
2023-03-29 18:00:00,85.3,A,North
2023-03-29 19:00:00,94.73,A,North
2023-03-29 20:00:00,92.32,C,North
2023-03-29 21:00:00,100.58,B,South
2023-03-29 22:00:00,98.92,A,South
2023-03-29 23:00:00,98.35,B,South
2023-03-30 00:00:00,112.87,A,North
2023-03-30 01:00:00,103.89,C,North
2023-03-30 02:00:00,116.29,B,South
2023-03-30 03:00:00,120.71,A,North
2023-03-30 04:00:00,123.34,B,South
2023-03-30 05:00:00,129.31,A,South
2023-03-30 06:00:00,121.38,C,North
2023-03-30 07:00:00,129.73,C,North
2023-03-30 08:00:00,132.31,A,South
2023-03-30 09:00:00,119.09,B,North
2023-03-30 10:00:00,113.44,A,North
2023-03-30 11:00:00,112.17,A,North
2023-03-30 12:00:00,106.97,B,South
2023-03-30 13:00:00,98.36,A,South
2023-03-30 14:00:00,89.04,B,South
2023-03-30 15:00:00,89.84,B,South
2023-03-30 16:00:00,80.79,A,South
2023-03-30 17:00:00,80.73,B,South
2023-03-30 18:00:00,89.01,C,South
2023-03-30 19:00:00,87.55,B,South
2023-03-30 20:00:00,84.13,A,South
2023-03-30 21:00:00,94.34,B,North
2023-03-30 22:00:00,94.58,B,North
2023-03-30 23:00:00,101.69,B,South
2023-03-31 00:00:00,109.07,B,North
2023-03-31 01:00:00,109.09,A,South
2023-03-31 02:00:00,106.55,A,South
2023-03-31 03:00:00,108.56,B,South
2023-03-31 04:00:00,117.85,B,South
2023-03-31 05:00:00,121.15,A,North
2023-03-31 06:00:00,115.67,A,South
2023-03-31 07:00:00,122.45,A,South
2023-03-31 08:00:00,115.65,A,South
2023-03-31 09:00:00,112.47,C,South
2023-03-31 10:00:00,114.39,B,North
2023-03-31 11:00:00,109.71,A,South
2023-03-31 12:00:00,107.79,C,South
2023-03-31 13:00:00,95.26,C,South
2023-03-31 14:00:00,97.67,B,North
2023-03-31 15:00:00,79.57,A,North
2023-03-31 16:00:00,82.2,A,North
2023-03-31 17:00:00,79.48,C,South
2023-03-31 18:00:00,89.95,A,South
2023-03-31 19:00:00,76.02,C,South
2023-03-31 20:00:00,90.19,C,South
2023-03-31 21:00:00,92.6,C,South
2023-03-31 22:00:00,94.58,B,South
2023-03-31 23:00:00,93.42,B,North
2023-04-01 00:00:00,113.75,A,South
2023-04-01 01:00:00,103.06,B,North
2023-04-01 02:00:00,119.3,B,North
2023-04-01 03:00:00,126.29,A,South
2023-04-01 04:00:00,127.49,C,South
2023-04-01 05:00:00,129.79,C,North
2023-04-01 06:00:00,125.51,C,South
2023-04-01 07:00:00,121.36,A,North
2023-04-01 08:00:00,124.82,A,South
2023-04-01 09:00:00,123.81,B,South
2023-04-01 10:00:00,118.92,C,North
2023-04-01 11:00:00,117.24,C,North
2023-04-01 12:00:00,109.74,C,South
2023-04-01 13:00:00,94.27,B,South
2023-04-01 14:00:00,105.2,B,North
2023-04-01 15:00:00,91.7,B,North
2023-04-01 16:00:00,98.05,C,North
2023-04-01 17:00:00,84.02,B,South
2023-04-01 18:00:00,91.57,B,North
2023-04-01 19:00:00,86.44,B,South
2023-04-01 20:00:00,94.91,B,South
2023-04-01 21:00:00,96.45,B,South
2023-04-01 22:00:00,99.45,C,South
2023-04-01 23:00:00,107.67,B,South
2023-04-02 00:00:00,107.61,C,North
2023-04-02 01:00:00,111.75,C,North
2023-04-02 02:00:00,110.26,B,North
2023-04-02 03:00:00,126.7,C,South
2023-04-02 04:00:00,124.94,A,South
2023-04-02 05:00:00,132.45,C,South
2023-04-02 06:00:00,135.77,C,South
2023-04-02 07:00:00,126.38,A,North
2023-04-02 08:00:00,124.75,B,North
2023-04-02 09:00:00,120.97,C,North
2023-04-02 10:00:00,123.5,B,South
2023-04-02 11:00:00,122.56,C,North
2023-04-02 12:00:00,114.08,A,South
2023-04-02 13:00:00,111.69,B,North
2023-04-02 14:00:00,99.95,B,South
2023-04-02 15:00:00,97.68,A,North
2023-04-02 16:00:00,94.89,A,North
2023-04-02 17:00:00,103.5,B,North
2023-04-02 18:00:00,97.15,C,North
2023-04-02 19:00:00,104.38,B,North
2023-04-02 20:00:00,97.44,C,South
2023-04-02 21:00:00,105.72,A,North
2023-04-02 22:00:00,109.79,C,North
2023-04-02 23:00:00,113.58,A,North
2023-04-03 00:00:00,109.98,C,South
2023-04-03 01:00:00,116.95,A,South
2023-04-03 02:00:00,125.71,A,South
2023-04-03 03:00:00,131.92,A,North
2023-04-03 04:00:00,143.48,C,South
2023-04-03 05:00:00,136.65,C,South
2023-04-03 06:00:00,136.51,B,North
2023-04-03 07:00:00,148.29,A,North
2023-04-03 08:00:00,142.95,B,North
2023-04-03 09:00:00,131.18,B,South
2023-04-03 10:00:00,133.22,A,South
2023-04-03 11:00:00,122.72,A,North
2023-04-03 12:00:00,113.49,A,North
2023-04-03 13:00:00,108.09,B,South
2023-04-03 14:00:00,108.19,A,South
2023-04-03 15:00:00,109.59,C,South
2023-04-03 16:00:00,100.29,C,North
2023-04-03 17:00:00,92.45,A,North
2023-04-03 18:00:00,106.72,B,North
2023-04-03 19:00:00,105.5,C,North
2023-04-03 20:00:00,102.17,B,North
2023-04-03 21:00:00,105.1,C,North
2023-04-03 22:00:00,117.77,A,North
2023-04-03 23:00:00,113.02,A,South
2023-04-04 00:00:00,118.52,C,South
2023-04-04 01:00:00,140.37,C,North
2023-04-04 02:00:00,140.65,A,North
2023-04-04 03:00:00,134.3,C,North
2023-04-04 04:00:00,135.83,A,South
2023-04-04 05:00:00,138.64,C,South
2023-04-04 06:00:00,146.27,A,North
2023-04-04 07:00:00,143.15,A,South
2023-04-04 08:00:00,141.6,B,North
2023-04-04 09:00:00,118.72,B,South
2023-04-04 10:00:00,138.65,C,North
2023-04-04 11:00:00,119.73,B,North
2023-04-04 12:00:00,108.33,C,North
2023-04-04 13:00:00,111.33,A,North
2023-04-04 14:00:00,104.61,A,South
2023-04-04 15:00:00,104.01,B,South
2023-04-04 16:00:00,100.0,B,North
2023-04-04 17:00:00,103.47,C,North
2023-04-04 18:00:00,110.6,A,South
2023-04-04 19:00:00,102.82,C,North
2023-04-04 20:00:00,99.9,C,South
2023-04-04 21:00:00,97.69,B,South
2023-04-04 22:00:00,111.59,C,South
2023-04-04 23:00:00,119.67,A,South
2023-04-05 00:00:00,118.91,A,South
2023-04-05 01:00:00,125.53,A,South
2023-04-05 02:00:00,122.92,C,North
2023-04-05 03:00:00,130.64,B,South
2023-04-05 04:00:00,132.72,B,South
2023-04-05 05:00:00,138.94,C,North
2023-04-05 06:00:00,143.78,A,North
2023-04-05 07:00:00,140.45,C,North
2023-04-05 08:00:00,137.93,A,North
2023-04-05 09:00:00,128.43,A,North
2023-04-05 10:00:00,128.08,A,North
2023-04-05 11:00:00,116.85,A,North
2023-04-05 12:00:00,108.98,A,South
2023-04-05 13:00:00,107.91,B,North
2023-04-05 14:00:00,96.58,A,North
2023-04-05 15:00:00,94.38,B,North
2023-04-05 16:00:00,89.98,B,South
2023-04-05 17:00:00,83.26,C,North
2023-04-05 18:00:00,94.88,C,South
2023-04-05 19:00:00,98.2,B,South
2023-04-05 20:00:00,97.84,C,North
2023-04-05 21:00:00,92.0,A,North
2023-04-05 22:00:00,103.12,C,South
2023-04-05 23:00:00,112.55,A,North
2023-04-06 00:00:00,112.47,B,South
2023-04-06 01:00:00,123.37,A,North
2023-04-06 02:00:00,113.71,B,South
2023-04-06 03:00:00,110.33,B,South
2023-04-06 04:00:00,131.8,A,South
2023-04-06 05:00:00,125.75,A,North
2023-04-06 06:00:00,133.67,A,South
2023-04-06 07:00:00,116.66,C,South
2023-04-06 08:00:00,125.0,C,North
2023-04-06 09:00:00,129.69,C,South
2023-04-06 10:00:00,123.33,C,North
2023-04-06 11:00:00,112.81,C,South
2023-04-06 12:00:00,103.63,B,North
2023-04-06 13:00:00,109.76,C,North
2023-04-06 14:00:00,99.19,A,South
2023-04-06 15:00:00,95.18,C,South
2023-04-06 16:00:00,83.99,A,North
2023-04-06 17:00:00,98.24,B,South
2023-04-06 18:00:00,80.89,C,North
2023-04-06 19:00:00,77.82,A,North
2023-04-06 20:00:00,87.56,A,South
2023-04-06 21:00:00,90.06,C,South
2023-04-06 22:00:00,95.98,C,North
2023-04-06 23:00:00,99.4,B,North
2023-04-07 00:00:00,103.82,A,South
2023-04-07 01:00:00,106.83,C,South
2023-04-07 02:00:00,119.57,A,North
2023-04-07 03:00:00,116.57,B,South
2023-04-07 04:00:00,120.19,A,North
2023-04-07 05:00:00,127.83,A,North
2023-04-07 06:00:00,126.1,B,North
2023-04-07 07:00:00,135.53,A,South
2023-04-07 08:00:00,121.98,C,South
2023-04-07 09:00:00,107.91,C,South
2023-04-07 10:00:00,103.52,B,North
2023-04-07 11:00:00,102.15,C,North
2023-04-07 12:00:00,103.26,A,North
2023-04-07 13:00:00,93.41,A,South
2023-04-07 14:00:00,97.33,A,South
2023-04-07 15:00:00,88.13,B,South
2023-04-07 16:00:00,82.69,A,South
2023-04-07 17:00:00,93.52,A,North
2023-04-07 18:00:00,79.45,C,South
2023-04-07 19:00:00,79.67,C,South
2023-04-07 20:00:00,85.86,B,South
2023-04-07 21:00:00,89.07,C,North
2023-04-07 22:00:00,98.34,A,North
2023-04-07 23:00:00,102.93,C,South
2023-04-08 00:00:00,101.53,B,South
2023-04-08 01:00:00,111.06,C,South
2023-04-08 02:00:00,117.78,C,South
2023-04-08 03:00:00,120.83,B,North
2023-04-08 04:00:00,119.46,C,North
2023-04-08 05:00:00,136.65,A,South
2023-04-08 06:00:00,123.9,B,South
2023-04-08 07:00:00,121.18,A,South
2023-04-08 08:00:00,120.64,B,South
2023-04-08 09:00:00,116.56,C,South
2023-04-08 10:00:00,116.79,A,South
2023-04-08 11:00:00,108.88,C,South
2023-04-08 12:00:00,101.88,A,North
2023-04-08 13:00:00,106.41,B,South
2023-04-08 14:00:00,98.1,A,North
2023-04-08 15:00:00,94.51,C,North
2023-04-08 16:00:00,88.8,B,North
2023-04-08 17:00:00,82.51,C,North
2023-04-08 18:00:00,79.58,B,South
2023-04-08 19:00:00,95.35,A,North
2023-04-08 20:00:00,87.1,C,North
2023-04-08 21:00:00,97.96,B,North
2023-04-08 22:00:00,96.05,B,North
2023-04-08 23:00:00,108.16,B,North
2023-04-09 00:00:00,112.29,C,South
2023-04-09 01:00:00,117.83,A,North
2023-04-09 02:00:00,124.75,B,South
2023-04-09 03:00:00,129.35,C,South
2023-04-09 04:00:00,122.73,C,North
2023-04-09 05:00:00,134.17,C,North
2023-04-09 06:00:00,131.14,C,South
2023-04-09 07:00:00,131.42,A,South
2023-04-09 08:00:00,131.19,C,North
2023-04-09 09:00:00,129.45,C,North
2023-04-09 10:00:00,123.18,A,North
2023-04-09 11:00:00,113.8,C,South
2023-04-09 12:00:00,111.59,C,South
2023-04-09 13:00:00,105.94,B,North
2023-04-09 14:00:00,109.64,A,South
2023-04-09 15:00:00,98.69,A,North
2023-04-09 16:00:00,97.96,A,South
2023-04-09 17:00:00,98.36,C,North
2023-04-09 18:00:00,88.85,C,South
2023-04-09 19:00:00,101.29,C,South
2023-04-09 20:00:00,103.13,B,South
2023-04-09 21:00:00,107.97,B,South
2023-04-09 22:00:00,105.29,A,North
2023-04-09 23:00:00,105.1,B,North
2023-04-10 00:00:00,117.78,B,South
2023-04-10 01:00:00,128.31,A,North
2023-04-10 02:00:00,129.95,C,South
2023-04-10 03:00:00,135.96,C,South
2023-04-10 04:00:00,139.47,A,South
2023-04-10 05:00:00,137.1,C,North
2023-04-10 06:00:00,136.18,A,South
2023-04-10 07:00:00,136.66,C,North
2023-04-10 08:00:00,144.3,A,North
2023-04-10 09:00:00,138.78,C,South
2023-04-10 10:00:00,126.2,B,North
2023-04-10 11:00:00,121.0,A,South
2023-04-10 12:00:00,119.28,A,North
2023-04-10 13:00:00,117.32,B,North
2023-04-10 14:00:00,110.02,B,North
2023-04-10 15:00:00,101.29,A,South
2023-04-10 16:00:00,110.5,B,North
2023-04-10 17:00:00,99.04,A,North
2023-04-10 18:00:00,117.75,C,North
2023-04-10 19:00:00,93.42,A,North
2023-04-10 20:00:00,101.66,B,North
2023-04-10 21:00:00,105.47,B,North
2023-04-10 22:00:00,112.56,A,North
2023-04-10 23:00:00,121.51,C,North
2023-04-11 00:00:00,130.5,C,South
2023-04-11 01:00:00,130.17,A,South
2023-04-11 02:00:00,141.37,B,North
2023-04-11 03:00:00,137.94,A,North
2023-04-11 04:00:00,139.4,C,North
2023-04-11 05:00:00,145.45,C,South
2023-04-11 06:00:00,146.02,B,North
2023-04-11 07:00:00,138.46,C,North
2023-04-11 08:00:00,139.29,A,South
2023-04-11 09:00:00,137.98,C,South
2023-04-11 10:00:00,130.22,C,North
2023-04-11 11:00:00,122.39,C,South
2023-04-11 12:00:00,130.94,C,South
2023-04-11 13:00:00,115.79,C,North
2023-04-11 14:00:00,107.71,C,South
2023-04-11 15:00:00,113.72,C,South
2023-04-11 16:00:00,101.08,C,North
2023-04-11 17:00:00,101.43,B,North
2023-04-11 18:00:00,102.52,A,South
2023-04-11 19:00:00,98.25,C,South
2023-04-11 20:00:00,108.16,C,South
2023-04-11 21:00:00,105.29,B,North
2023-04-11 22:00:00,113.14,B,South
2023-04-11 23:00:00,124.58,B,South
2023-04-12 00:00:00,127.88,B,North
2023-04-12 01:00:00,133.2,C,South
2023-04-12 02:00:00,125.26,B,North
2023-04-12 03:00:00,132.88,A,South
2023-04-12 04:00:00,131.93,A,South
2023-04-12 05:00:00,136.05,B,North
2023-04-12 06:00:00,137.62,C,South
2023-04-12 07:00:00,142.95,C,South
2023-04-12 08:00:00,137.47,C,North
2023-04-12 09:00:00,129.77,C,North
2023-04-12 10:00:00,120.34,B,North
2023-04-12 11:00:00,122.2,B,North
2023-04-12 12:00:00,119.05,B,North
2023-04-12 13:00:00,125.05,C,North
2023-04-12 14:00:00,101.65,A,South
2023-04-12 15:00:00,97.81,C,North
2023-04-12 16:00:00,94.8,C,North
2023-04-12 17:00:00,97.13,B,South
2023-04-12 18:00:00,90.3,A,North
2023-04-12 19:00:00,96.55,C,South
2023-04-12 20:00:00,92.43,B,North
2023-04-12 21:00:00,93.05,A,South
2023-04-12 22:00:00,105.0,C,South
2023-04-12 23:00:00,109.82,B,North
2023-04-13 00:00:00,119.17,C,South
2023-04-13 01:00:00,110.95,B,North
2023-04-13 02:00:00,127.15,A,South
2023-04-13 03:00:00,126.13,A,South
2023-04-13 04:00:00,124.69,C,South
2023-04-13 05:00:00,125.24,B,North
2023-04-13 06:00:00,131.73,C,South
2023-04-13 07:00:00,125.78,A,North
2023-04-13 08:00:00,126.71,B,North
2023-04-13 09:00:00,117.36,A,North
2023-04-13 10:00:00,115.4,A,North
2023-04-13 11:00:00,108.45,A,North
2023-04-13 12:00:00,104.32,A,North
2023-04-13 13:00:00,95.46,B,South
2023-04-13 14:00:00,99.45,B,South
2023-04-13 15:00:00,104.8,A,South
2023-04-13 16:00:00,89.37,A,South
2023-04-13 17:00:00,81.74,A,South
2023-04-13 18:00:00,82.82,A,North
2023-04-13 19:00:00,90.01,C,South
2023-04-13 20:00:00,92.47,B,South
2023-04-13 21:00:00,85.3,A,South
2023-04-13 22:00:00,100.29,C,North
2023-04-13 23:00:00,104.36,B,North
2023-04-14 00:00:00,101.23,B,South
2023-04-14 01:00:00,116.17,C,South
2023-04-14 02:00:00,112.62,B,North
2023-04-14 03:00:00,123.84,A,South
2023-04-14 04:00:00,117.42,C,South
2023-04-14 05:00:00,131.23,B,South
2023-04-14 06:00:00,125.38,C,North
2023-04-14 07:00:00,129.72,B,South
2023-04-14 08:00:00,121.14,A,South
2023-04-14 09:00:00,111.0,C,South
2023-04-14 10:00:00,113.25,B,North
2023-04-14 11:00:00,106.29,B,South
2023-04-14 12:00:00,104.24,C,North
2023-04-14 13:00:00,95.77,A,South
2023-04-14 14:00:00,91.08,C,North
2023-04-14 15:00:00,92.67,A,North
2023-04-14 16:00:00,78.61,B,North
2023-04-14 17:00:00,84.45,B,South
2023-04-14 18:00:00,83.25,A,South
2023-04-14 19:00:00,86.19,C,South
2023-04-14 20:00:00,90.84,C,North
2023-04-14 21:00:00,94.9,B,South
2023-04-14 22:00:00,98.16,B,North
2023-04-14 23:00:00,102.51,C,North
2023-04-15 00:00:00,106.08,A,South
2023-04-15 01:00:00,113.7,A,North
2023-04-15 02:00:00,122.7,B,North
2023-04-15 03:00:00,125.57,B,South
2023-04-15 04:00:00,130.59,A,North
2023-04-15 05:00:00,129.87,C,North
2023-04-15 06:00:00,122.99,B,South
2023-04-15 07:00:00,132.05,A,South
2023-04-15 08:00:00,133.62,B,South
2023-04-15 09:00:00,121.64,B,South
2023-04-15 10:00:00,104.92,A,North
2023-04-15 11:00:00,103.86,C,North
2023-04-15 12:00:00,115.98,B,South
2023-04-15 13:00:00,97.84,C,North
2023-04-15 14:00:00,104.92,A,North
2023-04-15 15:00:00,104.27,B,North
2023-04-15 16:00:00,90.44,B,North
2023-04-15 17:00:00,86.92,A,North
2023-04-15 18:00:00,87.96,B,North
2023-04-15 19:00:00,86.99,A,South
2023-04-15 20:00:00,94.48,B,North
2023-04-15 21:00:00,97.11,A,North
2023-04-15 22:00:00,102.66,A,South
2023-04-15 23:00:00,114.18,C,North
2023-04-16 00:00:00,110.04,B,South
2023-04-16 01:00:00,117.31,A,North
2023-04-16 02:00:00,118.82,A,North
2023-04-16 03:00:00,133.68,C,North
2023-04-16 04:00:00,136.65,C,North
2023-04-16 05:00:00,130.94,B,South
2023-04-16 06:00:00,141.03,A,South
2023-04-16 07:00:00,135.97,B,North
2023-04-16 08:00:00,130.42,A,North
2023-04-16 09:00:00,134.28,C,North
2023-04-16 10:00:00,125.1,C,North
2023-04-16 11:00:00,120.77,C,South
2023-04-16 12:00:00,113.58,C,North
2023-04-16 13:00:00,103.12,C,North
2023-04-16 14:00:00,104.07,B,North
2023-04-16 15:00:00,92.48,B,South
2023-04-16 16:00:00,110.9,A,North
2023-04-16 17:00:00,101.92,A,North
2023-04-16 18:00:00,97.53,B,North
2023-04-16 19:00:00,99.78,C,South
2023-04-16 20:00:00,103.01,B,South
2023-04-16 21:00:00,105.87,C,South
2023-04-16 22:00:00,100.12,C,North
2023-04-16 23:00:00,121.81,A,South
2023-04-17 00:00:00,114.26,A,South
2023-04-17 01:00:00,122.43,B,North
2023-04-17 02:00:00,132.37,B,South
2023-04-17 03:00:00,140.47,A,South
2023-04-17 04:00:00,145.53,A,North
2023-04-17 05:00:00,138.93,A,North
2023-04-17 06:00:00,137.71,C,South
2023-04-17 07:00:00,136.5,A,South
2023-04-17 08:00:00,141.64,C,South
2023-04-17 09:00:00,139.91,C,North
2023-04-17 10:00:00,134.29,B,North
2023-04-17 11:00:00,124.96,B,North
2023-04-17 12:00:00,114.81,B,North
2023-04-17 13:00:00,112.4,B,South
2023-04-17 14:00:00,115.5,B,South
2023-04-17 15:00:00,110.43,A,South
2023-04-17 16:00:00,107.71,B,South
2023-04-17 17:00:00,105.21,C,South
2023-04-17 18:00:00,116.63,B,North
2023-04-17 19:00:00,105.2,B,South
2023-04-17 20:00:00,107.51,B,South
2023-04-17 21:00:00,108.19,C,North
2023-04-17 22:00:00,118.45,A,North
2023-04-17 23:00:00,116.15,C,South
2023-04-18 00:00:00,128.09,A,North
2023-04-18 01:00:00,133.5,A,South
2023-04-18 02:00:00,139.69,C,North
2023-04-18 03:00:00,141.54,B,North
2023-04-18 04:00:00,149.18,A,South
2023-04-18 05:00:00,145.65,C,North
2023-04-18 06:00:00,144.54,C,South
2023-04-18 07:00:00,143.9,B,South
2023-04-18 08:00:00,137.23,B,South
2023-04-18 09:00:00,135.77,C,South
2023-04-18 10:00:00,131.58,C,South
2023-04-18 11:00:00,128.3,A,South
2023-04-18 12:00:00,124.33,C,North
2023-04-18 13:00:00,117.26,A,South
2023-04-18 14:00:00,114.27,A,North
2023-04-18 15:00:00,115.4,A,South
2023-04-18 16:00:00,112.39,A,South
2023-04-18 17:00:00,101.14,C,North
2023-04-18 18:00:00,106.69,C,South
2023-04-18 19:00:00,111.11,A,South
2023-04-18 20:00:00,100.91,A,South
2023-04-18 21:00:00,105.86,B,South
2023-04-18 22:00:00,117.71,C,South
2023-04-18 23:00:00,120.94,A,North
2023-04-19 00:00:00,122.78,C,North
2023-04-19 01:00:00,120.07,A,South
2023-04-19 02:00:00,131.8,B,North
2023-04-19 03:00:00,136.73,B,South
2023-04-19 04:00:00,139.33,B,South
2023-04-19 05:00:00,134.17,A,North
2023-04-19 06:00:00,137.41,B,South
2023-04-19 07:00:00,136.45,A,South
2023-04-19 08:00:00,141.74,B,South
2023-04-19 09:00:00,125.83,A,South
2023-04-19 10:00:00,130.86,B,North
2023-04-19 11:00:00,118.96,B,North
2023-04-19 12:00:00,115.05,A,South
2023-04-19 13:00:00,118.11,C,South
2023-04-19 14:00:00,105.3,C,South
2023-04-19 15:00:00,99.35,A,North
2023-04-19 16:00:00,95.88,A,North
2023-04-19 17:00:00,90.44,A,South
2023-04-19 18:00:00,102.58,A,North
2023-04-19 19:00:00,102.04,C,North
2023-04-19 20:00:00,100.99,C,South
2023-04-19 21:00:00,98.23,B,South
2023-04-19 22:00:00,97.51,B,South
2023-04-19 23:00:00,118.88,B,North
2023-04-20 00:00:00,116.18,C,South
2023-04-20 01:00:00,121.54,B,South
2023-04-20 02:00:00,120.16,B,North
2023-04-20 03:00:00,128.83,A,South
2023-04-20 04:00:00,135.33,B,South
2023-04-20 05:00:00,132.05,C,South
2023-04-20 06:00:00,126.4,A,South
2023-04-20 07:00:00,123.46,A,South
2023-04-20 08:00:00,125.99,A,North
2023-04-20 09:00:00,121.28,B,North
2023-04-20 10:00:00,123.02,C,North
2023-04-20 11:00:00,116.55,C,North
2023-04-20 12:00:00,106.82,B,South
2023-04-20 13:00:00,99.63,B,North
2023-04-20 14:00:00,95.89,C,North
2023-04-20 15:00:00,102.65,C,North
2023-04-20 16:00:00,90.14,C,North
2023-04-20 17:00:00,81.37,A,South
2023-04-20 18:00:00,94.05,B,South
2023-04-20 19:00:00,92.23,C,South
2023-04-20 20:00:00,91.3,B,North
2023-04-20 21:00:00,94.89,A,South
2023-04-20 22:00:00,98.18,C,North
2023-04-20 23:00:00,97.18,C,North
2023-04-21 00:00:00,110.88,A,South
2023-04-21 01:00:00,111.01,B,North
2023-04-21 02:00:00,114.92,A,South
2023-04-21 03:00:00,115.84,C,North
2023-04-21 04:00:00,116.56,B,North
2023-04-21 05:00:00,120.97,A,North
2023-04-21 06:00:00,126.61,B,North
2023-04-21 07:00:00,127.08,A,North
2023-04-21 08:00:00,122.82,C,South
2023-04-21 09:00:00,122.23,C,South
2023-04-21 10:00:00,111.44,A,North
2023-04-21 11:00:00,92.94,A,South
2023-04-21 12:00:00,103.81,A,South
2023-04-21 13:00:00,102.66,A,North
2023-04-21 14:00:00,91.61,C,South
2023-04-21 15:00:00,85.45,B,North
2023-04-21 16:00:00,89.34,B,North
2023-04-21 17:00:00,81.75,A,South
2023-04-21 18:00:00,80.34,C,North
2023-04-21 19:00:00,90.45,B,North
2023-04-21 20:00:00,93.85,B,South
2023-04-21 21:00:00,94.94,B,North
2023-04-21 22:00:00,93.63,C,North
2023-04-21 23:00:00,99.84,B,South
2023-04-22 00:00:00,99.7,B,South
2023-04-22 01:00:00,104.77,A,South
2023-04-22 02:00:00,108.28,A,North
2023-04-22 03:00:00,122.38,A,South
2023-04-22 04:00:00,127.95,C,North
2023-04-22 05:00:00,127.6,A,North
2023-04-22 06:00:00,130.09,B,North
2023-04-22 07:00:00,125.4,C,North
2023-04-22 08:00:00,129.75,C,South
2023-04-22 09:00:00,113.46,C,North
2023-04-22 10:00:00,125.29,B,South
2023-04-22 11:00:00,113.75,B,North
2023-04-22 12:00:00,108.69,B,North
2023-04-22 13:00:00,106.14,A,South
2023-04-22 14:00:00,97.71,B,South
2023-04-22 15:00:00,88.88,C,North
2023-04-22 16:00:00,84.55,C,North
2023-04-22 17:00:00,86.31,A,North
2023-04-22 18:00:00,81.74,C,South
2023-04-22 19:00:00,95.41,B,South
2023-04-22 20:00:00,83.01,B,South
2023-04-22 21:00:00,100.25,B,North
2023-04-22 22:00:00,109.3,A,South
2023-04-22 23:00:00,110.27,B,North
2023-04-23 00:00:00,118.18,C,South
2023-04-23 01:00:00,123.63,B,South
2023-04-23 02:00:00,126.24,B,North
2023-04-23 03:00:00,131.86,B,North
2023-04-23 04:00:00,125.39,B,South
2023-04-23 05:00:00,146.52,B,South
2023-04-23 06:00:00,130.67,C,North
2023-04-23 07:00:00,133.86,A,North
2023-04-23 08:00:00,130.44,C,South
2023-04-23 09:00:00,126.15,B,South
2023-04-23 10:00:00,136.17,B,South
2023-04-23 11:00:00,120.43,B,South
2023-04-23 12:00:00,111.31,A,North
2023-04-23 13:00:00,114.37,C,North
2023-04-23 14:00:00,101.43,B,South
2023-04-23 15:00:00,94.41,B,North
2023-04-23 16:00:00,102.9,B,South
2023-04-23 17:00:00,101.84,A,South
2023-04-23 18:00:00,97.33,B,South
2023-04-23 19:00:00,108.74,B,North
2023-04-23 20:00:00,100.37,C,North
2023-04-23 21:00:00,115.32,A,North
2023-04-23 22:00:00,109.71,A,North
2023-04-23 23:00:00,125.73,C,North
2023-04-24 00:00:00,117.74,C,South
2023-04-24 01:00:00,123.55,C,North
2023-04-24 02:00:00,130.84,C,North
2023-04-24 03:00:00,138.58,A,North
2023-04-24 04:00:00,136.78,C,South
2023-04-24 05:00:00,141.19,C,North
2023-04-24 06:00:00,144.44,C,South
2023-04-24 07:00:00,140.01,A,South
2023-04-24 08:00:00,138.86,B,South
2023-04-24 09:00:00,145.11,A,South
2023-04-24 10:00:00,125.54,A,South
2023-04-24 11:00:00,118.23,B,North
2023-04-24 12:00:00,127.15,B,South
2023-04-24 13:00:00,117.08,A,South
2023-04-24 14:00:00,110.92,B,North
2023-04-24 15:00:00,103.32,A,South
2023-04-24 16:00:00,110.95,A,South
2023-04-24 17:00:00,111.67,A,South
